classes,Cell ID,Nuclear volume (fL),Cellular volume (fL),Nuclear surface area (&micro;m&sup2;),Cellular surface area (&micro;m&sup2;),Radial proximity (unitless),Apical proximity (unitless)
Tom20,AICS-11_99_4,11.41884,34.5114,30.39524,71.79864,0.7951428,-0.2635323
Tom20,AICS-11_99_6,12.96972,36.13896,32.57537,76.4788,0.753192,0.08503929
Tom20,AICS-11_100_1,26.8434,75.546,54.6425,159.2409,0.8813706,-0.5690951
Tom20,AICS-11_59_2,17.66232,42.8274,40.55472,95.81547,0.9286411,0.1176417
Tom20,AICS-11_60_1,12.57552,33.82452,31.95819,81.93014,0.6445286,0.2821942
Tom20,AICS-11_60_2,25.56036,55.84572,54.29548,123.3934,0.7423865,0.3066533
Tom20,AICS-11_60_3,17.83296,38.7558,41.66474,96.66592,0.948667,0.4423921
Tom20,AICS-11_60_4,11.86704,35.0298,33.51149,95.10828,0.9309443,0.492147
Tom20,AICS-11_60_6,19.41624,41.71284,45.03576,104.2046,0.9270404,0.6277378
Tom20,AICS-11_61_1,15.5196,34.89912,38.56999,87.47519,0.9836788,0.1357444
Tom20,AICS-11_61_2,10.74384,24.3594,29.75342,67.86369,0.8041425,0.2022219
Tom20,AICS-11_61_4,8.54712,20.29644,25.29801,56.25137,0.894989,0.2539873
Tom20,AICS-11_61_5,14.64156,32.55336,39.76951,93.41553,0.9313865,0.5245869
Tom20,AICS-11_62_1,25.785,59.95188,57.77544,139.9661,0.7620696,0.337655
Tom20,AICS-11_62_2,18.00684,38.2158,45.55142,108.8261,0.7852321,0.361257
Tom20,AICS-11_63_1,19.51236,43.98948,44.97269,102.9357,0.9428068,0.1708604
Tom20,AICS-11_64_1,25.37352,57.9798,52.36255,129.2346,0.8448951,0.3045277
Tom20,AICS-11_64_3,12.90384,30.10824,32.1522,76.78265,0.8863633,0.7003034
Tom20,AICS-11_65_1,20.71332,49.39812,49.56519,123.6292,0.9581477,-0.05865997
Tom20,AICS-11_66_2,13.61016,29.46024,35.28965,81.55138,0.8831136,0.3540676
Tom20,AICS-11_66_3,17.69472,42.04116,41.91299,105.4064,0.964827,0.3654253
Tom20,AICS-11_66_4,13.24188,30.02184,34.53473,81.76184,0.8730186,0.3225777
Tom20,AICS-11_67_1,12.01824,40.63284,30.597,89.24686,0.9844498,0.08174974
Tom20,AICS-11_67_2,15.73236,33.642,39.17673,90.44015,0.9429147,0.4116374
Tom20,AICS-11_67_3,12.75372,27.17604,34.28165,79.53625,0.9453465,0.3353208
Tom20,AICS-11_67_4,11.64024,34.70904,29.8863,71.18056,0.9645099,0.3929376
Tom20,AICS-11_67_5,12.1068,33.78456,30.3752,72.02884,0.9345542,0.1679583
Tom20,AICS-11_68_2,19.0944,48.32892,40.89858,105.1198,0.8575102,0.6788794
Tom20,AICS-11_68_3,19.12896,37.39932,44.7394,97.45306,0.9103839,-0.3876151
Tom20,AICS-11_69_4,13.62096,35.18424,33.18576,89.34805,0.9739345,0.5110663
Tom20,AICS-11_69_5,14.40504,37.90476,38.81313,104.1768,0.9939507,0.08227936
Tom20,AICS-11_70_2,20.10636,44.75844,44.39509,117.4362,0.8983582,0.2917001
Tom20,AICS-11_70_3,11.05596,31.33944,28.81214,73.40157,0.8990639,0.7930598
Tom20,AICS-11_70_4,7.46712,29.53152,22.45546,65.56739,0.8760665,0.04764685
Tom20,AICS-11_70_5,12.4848,28.16748,32.7336,68.54105,0.8913027,0.1609703
Tom20,AICS-11_71_2,19.32336,37.09368,44.19188,92.15047,0.905942,0.6419985
Tom20,AICS-11_71_4,14.68152,36.25668,38.02411,97.30572,0.8470929,0.08942371
Tom20,AICS-11_71_5,11.16936,33.92928,29.78313,81.46719,0.9674337,0.4844759
Tom20,AICS-11_72_1,25.42212,56.89116,53.25693,124.0938,0.9102597,0.3363124
Tom20,AICS-11_72_2,13.46652,30.6288,31.74161,76.82368,0.7408639,0.2869117
Tom20,AICS-11_72_5,15.3144,40.82076,35.44654,89.77386,0.8497245,0.449353
Tom20,AICS-11_73_2,34.24248,89.6616,77.18935,147.9406,0.8877144,0.06453554
Tom20,AICS-11_74_1,14.14152,31.65048,33.04491,70.72053,0.9888437,0.1585075
Tom20,AICS-11_74_2,14.17932,33.31476,35.1573,83.31618,0.9732558,-0.3509448
Tom20,AICS-11_74_5,12.64032,33.53076,31.42068,78.36704,0.9304171,-0.00086643
Tom20,AICS-11_74_6,13.54104,33.62472,33.07734,71.76405,0.8902251,0.03090454
Tom20,AICS-11_75_1,24.45336,54.648,50.01043,115.4478,0.9285064,0.8428374
Tom20,AICS-11_75_2,14.32944,31.74228,33.02604,74.22612,0.7910063,0.3095943
Tom20,AICS-11_75_3,27.63612,65.84652,54.34943,129.0035,0.8741511,-0.2520926
Tom20,AICS-11_75_4,18.00684,45.60732,40.72834,104.538,0.888814,-0.2556417
Tom20,AICS-11_75_5,13.64364,34.17876,34.22954,84.46865,0.9437286,-0.0283381
Tom20,AICS-11_76_1,12.82608,26.69868,33.5654,67.45032,0.9561917,0.4282943
Tom20,AICS-11_76_3,10.3302,31.73148,27.50905,79.11234,0.9650663,-0.1974098
Tom20,AICS-11_76_4,21.28788,43.74432,45.7373,95.10631,0.9404154,0.6508729
Tom20,AICS-11_76_5,16.24968,32.03496,38.21896,86.87334,0.8906148,0.30405
Tom20,AICS-11_77_2,19.3536,35.44992,49.02562,101.8092,0.7396138,0.01751987
Tom20,AICS-11_77_3,14.64048,32.11488,38.86014,98.53353,0.8260525,0.3531055
Tom20,AICS-11_78_1,17.80596,44.118,40.87553,92.53458,0.9925423,0.5690961
Tom20,AICS-11_78_2,14.3478,38.53332,35.6962,76.78966,0.9196182,0.5972561
Tom20,AICS-11_78_4,25.51608,64.11096,51.93214,147.7657,0.9604391,0.0692689
Tom20,AICS-11_79_1,19.35792,36.66276,45.25864,92.56306,0.7937763,0.5420393
Tom20,AICS-11_79_2,13.13928,34.6302,32.32614,74.39491,0.9859114,0.211477
Tom20,AICS-11_79_4,15.309,37.665,36.7405,79.6444,0.6752177,0.4742358
Tom20,AICS-11_79_5,19.08684,42.309,41.24448,100.4425,0.8162991,0.60415
Tom20,AICS-11_79_7,14.2668,35.16372,35.36121,84.3877,0.9943639,0.3825304
Tom20,AICS-11_79_8,20.50704,46.64088,49.11475,113.99,0.9571701,-0.1227227
Tom20,AICS-11_80_2,14.90076,33.19596,35.50932,81.68497,0.8921591,-0.2020768
Tom20,AICS-11_81_1,27.30888,71.05212,81.09953,123.3661,0.7939351,0.02172389
Tom20,AICS-11_81_2,12.10032,34.75656,31.48856,87.12132,0.7568086,-0.0659265
Tom20,AICS-11_81_3,14.76252,37.95444,36.74452,95.21268,0.8351293,-0.520993
Tom20,AICS-11_82_1,13.72572,31.3848,34.42351,80.25846,0.9235165,0.3982868
Tom20,AICS-11_82_2,6.15708,29.84364,20.40322,61.5374,0.9248546,0.3664259
Tom20,AICS-11_82_3,12.19644,27.51516,31.6071,74.10801,0.9324996,0.5688154
Fibrillarin,AICS-14_152_3,17.26704,42.97968,37.57951,103.9638,-1,0.1875458
Fibrillarin,AICS-14_152_4,17.2206,43.06392,38.58681,97.74357,-1,0.1314829
Fibrillarin,AICS-14_152_5,28.20204,62.48232,53.4241,126.5849,-1,0.599893
Fibrillarin,AICS-14_152_7,29.58012,76.70808,55.44876,149.3018,-1,0.4379117
Fibrillarin,AICS-14_153_1,24.65532,68.40504,47.84185,142.4037,-1,0.0966747
Fibrillarin,AICS-14_153_2,15.4008,34.98336,35.44025,74.90704,-1,-0.07432707
Fibrillarin,AICS-14_154_1,15.17832,30.69576,35.78287,79.43391,-1,-0.156293
Fibrillarin,AICS-14_154_4,25.43184,60.90444,50.32336,126.4314,-1,-0.4219145
Fibrillarin,AICS-14_154_5,26.41032,63.41436,54.57718,140.1991,-1,-0.3613953
Fibrillarin,AICS-14_154_12,7.75332,63.03096,32.30302,109.868,-0.4124658,-0.1565233
Fibrillarin,AICS-14_154_14,5.12568,47.11608,19.38259,82.68674,-0.9919289,-0.244913
Fibrillarin,AICS-14_155_2,17.07264,39.03444,37.13312,96.41595,-1,0.2837414
Fibrillarin,AICS-14_155_3,16.00668,49.44024,38.3067,114.957,-1,0.1442485
Fibrillarin,AICS-14_155_5,26.49996,62.45532,53.17905,119.368,-1,0.1788264
Fibrillarin,AICS-14_155_7,18.71964,42.39432,42.62012,93.32758,-1,0.1164305
Fibrillarin,AICS-14_156_2,15.46452,30.24108,37.72715,81.89425,-1,0.4357832
Fibrillarin,AICS-14_156_7,25.00524,69.54444,53.53986,155.8961,-1,-1
Fibrillarin,AICS-14_156_9,8.31492,29.052,24.32989,69.70549,-1,-0.454537
Fibrillarin,AICS-14_157_2,17.19144,43.18812,39.30092,100.8307,-1,-0.5704201
Fibrillarin,AICS-14_157_4,24.4026,50.14116,49.04275,110.3094,-1,0.230321
Fibrillarin,AICS-14_158_1,27.6372,67.7484,53.17857,129.6367,-1,0.1752461
Fibrillarin,AICS-14_158_2,21.45852,50.5278,43.9276,99.61445,-1,0.7003937
Fibrillarin,AICS-14_158_4,20.45412,44.03484,44.95447,106.2955,-1,0.2280577
Fibrillarin,AICS-14_158_5,30.13848,73.06308,55.3163,145.8246,-1,-0.6197461
Fibrillarin,AICS-14_158_6,25.65324,65.81952,49.87453,134.9913,-1,-0.5022386
Fibrillarin,AICS-14_158_7,31.61808,85.0662,57.13507,142.9217,-1,0.5909373
Fibrillarin,AICS-14_158_8,25.44264,60.82776,49.02595,128.0616,-1,0.06607433
Fibrillarin,AICS-14_158_9,36.44028,93.3714,68.65305,154.9841,-1,-0.2930143
Fibrillarin,AICS-14_159_1,16.73568,47.93688,37.21957,103.0506,-1,0.2778002
Fibrillarin,AICS-14_159_2,16.08336,39.5334,36.83049,94.86328,-1,-0.280947
Fibrillarin,AICS-14_159_3,24.12936,56.74428,48.90097,114.1388,-1,0.5693559
Fibrillarin,AICS-14_159_4,22.26204,52.4826,46.71861,119.5444,-1,0.2706064
Fibrillarin,AICS-14_159_5,33.69816,83.23992,60.61357,167.7914,-1,-0.50981
Fibrillarin,AICS-14_159_6,14.02164,41.65992,32.52236,94.28484,-1,-0.5221919
Fibrillarin,AICS-14_159_9,29.2032,68.20956,56.24951,140.7168,-1,-0.4339851
Fibrillarin,AICS-14_159_10,23.03208,53.77644,47.1701,119.1472,-1,-0.1525336
Fibrillarin,AICS-14_160_1,17.73252,45.35244,38.6586,107.9869,-1,0.3128106
Fibrillarin,AICS-14_160_2,16.6914,37.9728,39.86351,89.68776,-1,-0.6283576
Fibrillarin,AICS-14_160_3,22.61304,63.2286,46.94931,130.4664,-1,0.1438199
Fibrillarin,AICS-14_160_4,16.3836,43.01316,35.81743,94.65899,-1,0.1945655
Fibrillarin,AICS-14_160_5,11.68776,51.8184,31.00694,107.3777,-0.8121946,-0.8029709
Fibrillarin,AICS-14_160_9,21.86244,50.92416,45.64994,107.5807,-1,-0.5453733
Fibrillarin,AICS-14_161_2,17.31672,50.19624,37.68245,103.2179,-1,-0.2801191
Fibrillarin,AICS-14_161_4,15.56388,55.60164,37.17436,132.7756,-1,-0.7233746
Fibrillarin,AICS-14_161_6,11.61648,44.12448,28.82802,93.61018,-1,0.4637786
Fibrillarin,AICS-14_161_7,18.32868,40.32504,40.86636,94.11229,-1,-0.04933442
Fibrillarin,AICS-14_162_1,23.70384,62.36352,46.74794,125.6683,-1,0.1925624
Fibrillarin,AICS-14_162_3,23.04504,54.53028,47.22651,118.7158,-1,0.3193048
Fibrillarin,AICS-14_162_4,14.86728,49.41216,34.00059,109.4277,-1,-0.2692939
Fibrillarin,AICS-14_162_5,21.22092,47.52324,43.38723,104.6528,-1,0.1981247
Fibrillarin,AICS-14_162_6,28.3122,65.92212,55.24421,144.1313,-1,-0.215077
Fibrillarin,AICS-14_162_7,19.71864,50.5386,41.84182,105.7963,-1,-0.1030042
Fibrillarin,AICS-14_162_8,26.54748,71.0424,50.59108,137.0302,-1,0.1331813
Fibrillarin,AICS-14_162_9,28.05408,50.19408,56.92581,104.4543,-1,-0.4849779
Fibrillarin,AICS-14_163_1,19.35792,47.95416,43.32865,106.1434,-1,0.2086745
Fibrillarin,AICS-14_163_2,18.27036,40.1274,40.19683,91.7004,-1,0.1370566
Fibrillarin,AICS-14_163_4,16.60824,43.02504,37.9151,102.3305,-1,-0.1565063
Fibrillarin,AICS-14_163_5,24.64668,69.50016,48.51778,135.2897,-1,-0.03743694
Fibrillarin,AICS-14_163_6,14.81976,46.2834,34.71069,104.4742,-1,-0.5218874
Fibrillarin,AICS-14_163_9,12.93192,87.67548,33.89558,128.0506,-0.1905122,-0.2030495
Fibrillarin,AICS-14_163_10,12.8412,47.169,31.80315,105.8835,-0.9949161,-0.4312162
Fibrillarin,AICS-14_164_2,20.05344,47.41308,42.4884,106.409,-1,-0.2388248
Fibrillarin,AICS-14_164_3,20.29428,51.64992,43.62032,110.5949,-1,0.07126731
Fibrillarin,AICS-14_164_4,28.49148,61.8462,53.8897,125.442,-1,0.05720173
Fibrillarin,AICS-14_164_5,17.36316,42.66,38.82931,96.8156,-1,-0.5504212
Fibrillarin,AICS-14_164_6,18.61812,46.251,41.16343,107.924,-1,0.3344572
Fibrillarin,AICS-14_164_7,18.35028,42.62976,39.52597,91.77554,-1,0.6462542
Fibrillarin,AICS-14_164_8,20.68308,51.62832,43.22947,106.9749,-1,-0.4760664
Fibrillarin,AICS-14_164_10,23.51592,48.00384,47.71829,92.18575,-1,-0.6562093
Fibrillarin,AICS-14_164_11,16.83504,36.08928,37.74419,88.20128,-1,0.1258963
Fibrillarin,AICS-14_165_1,25.0992,63.36684,48.10082,125.197,-1,-0.5396283
Fibrillarin,AICS-14_165_3,12.69864,38.65752,31.16942,80.57907,-1,-0.3346246
Fibrillarin,AICS-14_165_4,26.36928,67.32396,52.64308,148.9715,-1,0.1942862
Fibrillarin,AICS-14_165_5,17.53704,43.16004,38.31036,110.4468,-1,-0.1860186
Fibrillarin,AICS-14_165_8,18.72828,44.03268,41.62604,109.4157,-1,0.3851222
Fibrillarin,AICS-14_165_10,21.82356,54.9828,46.00248,128.7679,-1,0.4490799
Fibrillarin,AICS-14_165_11,19.36116,50.77404,41.01891,117.9178,-1,0.664582
Fibrillarin,AICS-14_165_13,17.81568,53.35524,40.51746,123.9386,-1,0.1870035
Fibrillarin,AICS-14_165_14,21.1356,46.54908,46.31171,107.7897,-1,0.3044211
Fibrillarin,AICS-14_166_1,14.02488,40.82076,33.77464,94.36006,-1,-0.9383384
Fibrillarin,AICS-14_166_4,19.7154,54.84348,41.15562,107.8482,-1,0.1869189
Fibrillarin,AICS-14_166_7,28.51416,68.80248,53.57727,135.8497,-1,0.1677139
Fibrillarin,AICS-14_166_9,18.24336,48.32352,39.48796,104.5237,-1,0.3883991
Fibrillarin,AICS-14_166_10,24.43932,66.5226,49.61349,124.3922,-1,0.2695983
Fibrillarin,AICS-14_166_12,16.2972,42.63408,37.1774,100.4065,-1,0.06457629
Fibrillarin,AICS-14_167_2,15.34464,36.7632,35.6213,81.90585,-1,0.03180283
Fibrillarin,AICS-14_167_3,13.32828,34.85916,31.4643,83.66042,-1,0.01742542
Fibrillarin,AICS-14_167_4,12.08628,41.22468,30.74649,89.20888,-1,-0.4761328
Fibrillarin,AICS-14_167_5,26.21808,65.76768,52.03603,127.783,-1,-0.1392702
Fibrillarin,AICS-14_167_7,26.86068,77.04504,84.09557,126.4683,-0.7267902,0.3350902
Fibrillarin,AICS-14_167_8,19.56204,51.95988,40.78062,109.0731,-1,0.003306284
Fibrillarin,AICS-14_167_9,24.06024,63.6228,48.27956,135.438,-1,-0.02673474
Fibrillarin,AICS-14_167_11,18.91512,43.91928,42.59124,95.66228,-1,0.4501912
Fibrillarin,AICS-14_168_4,19.23696,49.02984,49.05767,115.6434,-1,-0.07665893
Fibrillarin,AICS-14_168_7,21.9078,50.4738,46.15675,117.1452,-1,-0.3873013
Fibrillarin,AICS-14_169_2,19.76724,44.78436,45.60565,110.7668,-1,0.6271583
Fibrillarin,AICS-14_169_4,27.24408,62.67348,52.46266,118.5616,-1,0.4321437
Fibrillarin,AICS-14_169_7,25.41672,61.13664,51.69522,127.8688,-1,-0.5917163
Fibrillarin,AICS-14_170_2,18.45072,42.33492,40.12969,87.75642,-1,0.01769492
Fibrillarin,AICS-14_170_3,25.73856,60.84288,50.55481,118.5041,-1,0.186153
Fibrillarin,AICS-14_170_6,24.2784,57.67308,47.89726,116.8028,-1,-0.8143992
Fibrillarin,AICS-14_170_9,21.67128,43.72596,45.89771,95.07147,-1,0.1994452
Fibrillarin,AICS-14_170_10,20.46168,46.43136,43.03007,101.732,-1,-0.6353588
Fibrillarin,AICS-14_171_3,27.47304,68.52276,51.53192,138.6702,-1,0.0980453
Fibrillarin,AICS-14_171_5,10.80324,90.13356,36.91377,125.9298,-0.608537,-0.4381276
Fibrillarin,AICS-14_172_1,26.98488,62.24796,54.03448,119.7556,-1,-0.4157871
Fibrillarin,AICS-14_172_2,27.15012,66.42216,53.55934,132.9051,-1,0.08944298
Fibrillarin,AICS-14_172_3,15.59736,48.62484,39.17403,107.4984,-0.7333295,-0.05738762
Fibrillarin,AICS-14_172_6,27.67824,69.012,51.08646,122.0751,-1,-0.2122708
Fibrillarin,AICS-14_172_7,24.26868,66.50532,47.38471,133.1068,-1,0.1482243
Fibrillarin,AICS-14_172_9,20.51784,63.3474,42.54301,123.4205,-0.7378132,0.0125163
Fibrillarin,AICS-14_172_11,20.49192,49.36464,43.16938,93.57338,-1,-0.2751988
Fibrillarin,AICS-14_173_5,31.69692,79.48908,58.24638,149.4311,-1,-0.4966285
Fibrillarin,AICS-14_173_7,8.58384,35.95968,25.89437,77.51985,-1,-0.6042454
Fibrillarin,AICS-14_174_1,18.76608,56.2626,39.11409,118.9297,-1,-0.067862
Fibrillarin,AICS-14_174_3,26.0118,62.50392,51.14707,137.3771,-1,0.3852283
Fibrillarin,AICS-14_174_5,21.222,51.0624,44.98004,113.4559,-1,-0.3682953
Fibrillarin,AICS-14_174_6,24.44688,56.62764,48.46542,117.1565,-1,0.421694
Fibrillarin,AICS-14_174_8,23.26752,49.64436,50.48728,112.8069,-1,-0.2365539
Fibrillarin,AICS-14_174_9,21.45312,52.8336,46.34715,113.2973,-1,0.235854
Fibrillarin,AICS-14_174_10,27.5886,67.34772,52.94062,130.4235,-1,-0.04519089
Fibrillarin,AICS-14_175_2,15.30576,39.89196,34.88495,93.52987,-1,0.2820658
Fibrillarin,AICS-14_175_6,27.83484,65.1564,55.27738,149.5118,-1,-0.2352886
Fibrillarin,AICS-14_175_7,14.40504,33.49512,35.0993,75.55446,-1,-0.5249453
Fibrillarin,AICS-14_175_9,11.28924,47.47464,29.42091,97.05388,-1,0.5335375
Fibrillarin,AICS-14_176_1,15.5142,37.50192,36.66888,91.68192,-1,-0.1343703
Fibrillarin,AICS-14_176_4,17.33616,38.30004,37.93224,87.67007,-1,0.1623653
Fibrillarin,AICS-14_176_5,17.93016,48.41856,38.1562,92.05094,-1,0.6654791
Fibrillarin,AICS-14_176_6,10.25028,56.1438,26.99282,96.85866,-1,-0.2498392
Fibrillarin,AICS-14_176_7,35.16912,71.77896,62.33353,142.6886,-1,-0.3823027
Fibrillarin,AICS-14_176_8,18.76716,45.66456,40.80954,98.09502,-1,0.04253479
Fibrillarin,AICS-14_177_1,32.4864,72.98424,61.34677,132.5875,-1,-0.7483962
Fibrillarin,AICS-14_177_2,26.27208,54.7236,52.56945,124.3968,-1,-0.5010598
Fibrillarin,AICS-14_177_3,17.85672,43.08984,38.98075,97.78889,-1,0.1993181
Fibrillarin,AICS-14_177_4,16.61256,38.1726,37.46212,96.07784,-1,0.9422793
Fibrillarin,AICS-14_177_7,15.04656,35.49636,36.4249,89.40933,-1,-0.1646834
Fibrillarin,AICS-14_177_8,16.72812,36.91224,37.89791,86.49158,-1,0.3521543
Fibrillarin,AICS-14_177_9,11.48256,33.86556,29.77246,80.3812,-1,-0.6507041
Fibrillarin,AICS-14_177_10,11.93832,34.65828,29.84997,74.80625,-1,0.4615746
Fibrillarin,AICS-14_177_11,37.95228,97.01964,69.78355,159.3856,-1,-0.4419611
Fibrillarin,AICS-14_177_12,19.49292,49.7502,42.3527,101.5747,-1,0.5965285
Fibrillarin,AICS-14_178_1,19.83528,43.929,43.96228,117.835,-1,0.3630655
Fibrillarin,AICS-14_178_2,20.61828,43.74972,45.26151,99.61477,-1,-0.4371235
Fibrillarin,AICS-14_178_3,12.79692,32.51664,31.74116,76.9249,-0.9612013,0.8611884
Fibrillarin,AICS-14_178_4,13.0572,33.15168,33.33959,83.53093,-1,0.2466227
Fibrillarin,AICS-14_178_7,19.7046,33.61824,44.7076,81.35843,-1,0.002911126
Fibrillarin,AICS-14_178_8,21.63564,43.19784,48.45215,113.7034,-1,0.6889709
Fibrillarin,AICS-14_178_10,25.09272,59.43672,50.57137,121.5225,-1,-0.09706613
Fibrillarin,AICS-14_178_11,19.05336,44.81892,45.97886,111.5672,-1,0.2303861
Fibrillarin,AICS-14_179_3,21.94128,55.68372,46.02603,121.7727,-1,-0.1829273
Fibrillarin,AICS-14_179_4,18.50256,47.31696,39.46422,101.9322,-1,0.4915142
Fibrillarin,AICS-14_179_6,19.03608,49.1562,41.41362,113.3629,-1,-0.8626668
ZO1,AICS-23_0_2,29.44836,60.8904,56.50222,132.9518,1,1
ZO1,AICS-23_0_3,36.08928,89.48556,63.76539,161.6264,0.4927469,1
ZO1,AICS-23_0_4,21.32568,50.21784,45.02732,107.6573,1,1
ZO1,AICS-23_0_5,15.53148,40.79484,35.5677,91.05933,0.9711485,1
ZO1,AICS-23_0_6,21.73824,51.5484,44.83624,108.9387,0.9694526,1
ZO1,AICS-23_1_1,23.39496,62.3322,46.53173,126.8808,1,1
ZO1,AICS-23_1_2,25.19964,60.09336,49.72062,119.866,0.09457612,1
ZO1,AICS-23_1_4,13.36068,98.4528,50.33645,154.9187,0.8480807,1
ZO1,AICS-23_2_1,12.52044,48.66912,31.28282,94.6453,0.7947445,1
ZO1,AICS-23_2_2,11.82708,57.0618,30.43956,109.6299,1,1
ZO1,AICS-23_2_3,25.55172,66.00852,50.06188,136.0892,-0.4056299,1
ZO1,AICS-23_2_4,34.45308,89.97264,64.32671,150.3123,0.7910471,0.9313876
ZO1,AICS-23_2_5,19.03284,47.358,41.91671,111.0137,0.4238993,1
ZO1,AICS-23_3_1,31.77036,88.69608,58.8032,172.0237,1,1
ZO1,AICS-23_3_3,43.335,115.7026,71.86445,162.8576,1,1
ZO1,AICS-23_4_3,30.86748,75.7404,60.08067,161.8236,-0.126383,1
ZO1,AICS-23_4_4,19.29096,50.14656,40.56742,114.0994,0.08524419,1
ZO1,AICS-23_4_6,24.57216,58.28328,49.44199,121.6613,0.07929647,1
ZO1,AICS-23_5_1,16.49808,45.08676,39.14331,109.5114,0.9853171,0.8498993
ZO1,AICS-23_5_2,22.03848,57.04776,45.86882,125.0197,1,1
ZO1,AICS-23_5_3,18.86436,54.4536,40.45507,116.8619,0.9954156,1
ZO1,AICS-23_5_4,4.99932,48.08268,19.05984,79.02607,1,1
ZO1,AICS-23_5_6,4.6548,46.35792,18.67633,83.28596,1,1
ZO1,AICS-23_6_1,23.17356,50.39064,47.56827,108.3138,0.8199952,1
ZO1,AICS-23_6_4,28.68264,67.63608,57.26445,139.2217,0.4725469,1
ZO1,AICS-23_6_5,15.88572,38.82816,36.14703,86.03755,-0.3371633,1
ZO1,AICS-23_6_6,21.11184,46.55664,43.65396,110.8195,1,1
ZO1,AICS-23_6_7,20.70036,46.47888,44.77896,112.6477,0.9670443,1
ZO1,AICS-23_6_8,23.51052,52.73424,47.8465,109.6578,0.9681532,1
ZO1,AICS-23_7_1,13.71276,40.78512,35.46165,83.93011,0.9489413,1
ZO1,AICS-23_7_3,10.08072,86.31036,40.20038,129.4044,0.9629521,1
ZO1,AICS-23_7_5,17.86104,47.22084,41.57384,106.8901,0.9294026,1
ZO1,AICS-23_7_6,15.15672,37.00512,35.14599,82.97479,0.9544167,0.9446906
ZO1,AICS-23_7_7,16.60716,42.64704,37.62772,93.73595,0.3803543,0.5541404
ZO1,AICS-23_7_8,35.50284,87.80508,69.07996,171.3219,0.9906594,0.8877517
ZO1,AICS-23_8_1,14.55192,40.07016,35.12448,105.3513,1,1
ZO1,AICS-23_8_2,9.96192,43.79616,27.91569,84.48061,1,1
ZO1,AICS-23_8_3,22.52664,58.50684,47.89014,125.4397,1,1
ZO1,AICS-23_8_4,24.53544,59.07492,49.74791,114.2736,1,1
ZO1,AICS-23_8_6,40.87692,97.81128,73.82664,170.6564,0.005748378,1
ZO1,AICS-23_8_7,32.18616,74.72304,62.34768,141.6317,1,1
ZO1,AICS-23_9_1,23.9814,55.26684,52.00418,130.0552,0.2190316,1
ZO1,AICS-23_9_2,7.91424,48.34296,23.79152,85.26325,1,1
ZO1,AICS-23_9_3,15.30468,44.6094,35.7711,97.97141,0.09656988,1
ZO1,AICS-23_10_1,22.29768,52.50528,47.49598,122.9331,0.662183,0.994786
ZO1,AICS-23_10_2,24.66504,48.3354,50.02597,102.1485,0.1158591,0.9386308
ZO1,AICS-23_10_3,18.13644,41.51628,41.63626,92.98917,0.9541612,0.9831002
ZO1,AICS-23_10_6,32.09544,67.19004,63.73669,133.2096,0.7384111,1
ZO1,AICS-23_11_1,17.75412,47.72628,39.63017,108.4576,-0.06919561,0.902654
ZO1,AICS-23_11_2,20.44872,56.06496,45.96448,122.8606,0.5842254,1
ZO1,AICS-23_11_4,12.8898,46.86552,34.31361,96.18269,1,1
ZO1,AICS-23_11_5,19.1538,49.67244,43.69913,113.2364,0.8168367,0.273404
ZO1,AICS-23_11_6,16.88688,39.8952,38.7053,90.83587,0.2371795,1
ZO1,AICS-23_12_1,18.65592,37.01376,41.23397,88.24999,-0.5520147,1
ZO1,AICS-23_12_2,56.54016,136.0584,93.54021,245.6102,1,1
ZO1,AICS-23_12_3,17.46468,49.36464,38.05738,93.4575,1,1
ZO1,AICS-23_12_4,5.454,46.55556,19.32476,85.84531,1,1
ZO1,AICS-23_12_5,25.92216,62.93376,55.49035,148.0566,0.9910573,0.8751913
ZO1,AICS-23_12_6,5.9832,47.82564,21.12217,80.84717,0.5894387,1
ZO1,AICS-23_13_1,22.39812,46.11708,48.72196,105.4951,0.3131716,0.6587365
ZO1,AICS-23_13_2,21.80412,53.1468,48.54085,123.9078,-0.03589569,1
ZO1,AICS-23_13_3,15.77124,36.94572,37.45095,92.23728,0.8804914,1
ZO1,AICS-23_13_4,17.67636,38.10348,42.43443,88.98769,0.6484751,1
ZO1,AICS-23_13_5,25.45884,57.32208,55.38592,133.6919,0.2643051,1
ZO1,AICS-23_13_7,16.20972,39.14244,38.72697,87.03912,0.7822969,0.9858357
ZO1,AICS-23_14_2,15.29496,38.30868,37.10132,95.80658,0.7065444,1
ZO1,AICS-23_14_3,13.91364,43.0866,35.34644,99.41293,1,1
ZO1,AICS-23_14_4,28.07244,64.23516,55.814,132.8256,0.02031537,1
ZO1,AICS-23_14_5,17.40636,40.11984,39.78788,92.05555,0.2387264,1
ZO1,AICS-23_14_6,17.23788,37.73628,40.32791,90.23379,0.1635009,1
ZO1,AICS-23_15_1,22.842,51.41664,46.45473,108.4678,1,1
ZO1,AICS-23_15_2,25.07976,64.73196,48.29466,129.9419,0.7766199,1
ZO1,AICS-23_15_3,33.615,86.24664,59.74786,156.9122,0.8043463,1
ZO1,AICS-23_15_4,20.47032,57.06936,45.48155,123.5397,1,0.973928
ZO1,AICS-23_15_5,33.29748,84.00456,60.9326,147.7457,0.9201815,1
ZO1,AICS-23_15_6,29.67948,69.903,55.66433,148.8176,0.6131477,1
ZO1,AICS-23_15_7,21.40236,40.851,44.23362,91.58458,0.3078049,1
